State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience
FL,High,Suburban,500to999,Math,Multirace,Female,3to9
KY,Middle,Urban,500to999,Math,White,Female,16Plus
LA,Middle,Rural,500to999,ELA,White,Female,3to9
OH,Elementary,Rural,250to499,Math,White,Female,3to9
MS,Elementary,Suburban,250to499,ELA,White,Female,10to15
TN,Elementary,Suburban,250to499,NatSci,White,Female,3to9
RI,Middle,Urban,1000Plus,Math,White,Female,16Plus
CA,High,Rural,1000Plus,ELA,White,Male,16Plus
TX,Elementary,Urban,500to999,NatSci,White,Female,3to9
NY,High,Suburban,250to499,ELA,White,Female,16Plus
TN,Elementary,Urban,500to999,NatSci,White,Female,3to9
DE,Elementary,Suburban,250to499,ELA,White,Male,3to9
RI,Middle,Town,250to499,ELA,White,Female,10to15
FL,Elementary,Rural,500to999,ELA,White,Female,10to15
TX,Elementary,Suburban,Lessthan250,NatSci,Hispanic,Female,16Plus
NY,Middle,Rural,500to999,ELA,White,Female,16Plus
KY,Elementary,Urban,250to499,Math,White,Female,3to9
MA,Middle,Rural,1000Plus,Math,White,Male,16Plus
FL,Middle,Suburban,500to999,Math,White,Female,16Plus
IL,Elementary,Rural,500to999,ELA,White,Female,10to15
TX,Elementary,Urban,250to499,Math,White,Female,16Plus
AR,Elementary,Urban,250to499,Math,White,Female,10to15
AR,Elementary,Urban,250to499,ELA,White,Female,16Plus
FL,Elementary,Rural,250to499,Math,White,Female,3to9
MA,Elementary,Urban,250to499,NatSci,Hispanic,Female,16Plus
TN,Middle,Rural,250to499,ELA,White,Male,10to15
OH,Middle,Town,250to499,ELA,White,Female,16Plus
CA,Middle,Town,1000Plus,NatSci,White,Female,3to9
FL,High,Suburban,250to499,Math,White,Male,16Plus
DE,Elementary,Suburban,500to999,Math,White,Female,3to9
RI,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
AR,Elementary,Suburban,500to999,ELA,Black,Female,10to15
NC,Elementary,Suburban,500to999,ELA,Black,Male,16Plus
NE,Elementary,Urban,500to999,NatSci,White,Female,3to9
MI,Middle,Rural,500to999,Math,White,Female,16Plus
OH,Middle,Town,1000Plus,Math,White,Female,10to15
OH,Elementary,Rural,250to499,NatSci,White,Female,3to9
NM,Middle,Town,500to999,ELA,White,Male,3to9
DE,High,Suburban,500to999,Math,White,Female,10to15
RI,High,Rural,1000Plus,ELA,White,Female,16Plus
RI,High,Urban,500to999,NatSci,White,Female,10to15
FL,Middle,Suburban,250to499,NatSci,White,Male,16Plus
FL,Elementary,Suburban,250to499,ELA,White,Female,10to15
LA,High,Suburban,250to499,ELA,White,Female,10to15
NE,Elementary,Suburban,500to999,ELA,White,Female,3to9
KY,Elementary,Town,250to499,ELA,White,Female,10to15
RI,Elementary,Rural,1000Plus,ELA,White,Male,16Plus
MA,Elementary,Urban,500to999,ELA,White,Female,3to9
FL,Elementary,Suburban,250to499,ELA,White,Female,10to15
DE,High,Rural,500to999,ELA,White,Female,3to9
OK,High,Rural,Lessthan250,ELA,White,Female,10to15
OH,Elementary,Suburban,500to999,Math,Black,Female,16Plus
FL,Middle,Suburban,250to499,ELA,White,Female,16Plus
IL,Elementary,Urban,250to499,NatSci,AIAN,Female,16Plus
LA,High,Suburban,1000Plus,NatSci,White,Male,16Plus
RI,Elementary,Town,500to999,NatSci,White,Female,3to9
NE,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
NE,Elementary,Town,1000Plus,Math,White,Female,3to9
MA,Elementary,Suburban,250to499,ELA,White,Female,10to15
RI,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
TN,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
OH,Elementary,Urban,Lessthan250,ELA,Hispanic,Female,16Plus
TX,High,Suburban,500to999,NatSci,White,Female,16Plus
MA,Elementary,Suburban,500to999,ELA,White,Male,16Plus
TN,Elementary,Suburban,500to999,ELA,White,Male,3to9
NC,Elementary,Urban,250to499,ELA,White,Female,16Plus
TX,High,Suburban,250to499,Math,White,Female,16Plus
VA,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
NM,Middle,Rural,250to499,Math,White,Female,16Plus
AL,Elementary,Suburban,250to499,ELA,Multirace,Female,3to9
TN,Elementary,Rural,500to999,Math,White,Female,10to15
WI,Elementary,Rural,250to499,ELA,White,Female,3to9
WI,High,Urban,250to499,Math,White,Female,3to9
FL,High,Suburban,500to999,ELA,White,Female,16Plus
FL,High,Suburban,1000Plus,NatSci,White,Female,3to9
GA,High,Urban,500to999,ELA,White,Female,16Plus
KY,High,Town,250to499,ELA,White,Female,16Plus
CA,Elementary,Suburban,500to999,Math,White,Female,10to15
TX,Elementary,Town,500to999,ELA,Hispanic,Male,10to15
NY,Middle,Rural,250to499,Math,White,Male,10to15
IL,High,Town,250to499,Math,White,Female,10to15
NM,Middle,Suburban,500to999,ELA,Hispanic,Female,3to9
FL,High,Urban,Lessthan250,ELA,White,Female,16Plus
OH,Elementary,Rural,500to999,ELA,White,Female,3to9
NM,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
FL,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus
AR,Elementary,Urban,500to999,ELA,White,Female,16Plus
AL,Middle,Suburban,500to999,NatSci,White,Female,3to9
VA,Elementary,Suburban,250to499,Math,White,Female,10to15
GA,Middle,Urban,500to999,Math,White,Male,10to15
TX,High,Urban,250to499,NatSci,Asian,Female,16Plus
RI,Elementary,Rural,1000Plus,ELA,White,Male,16Plus
WI,Middle,Suburban,250to499,Math,White,Female,16Plus
AZ,High,Town,500to999,Math,White,Male,16Plus
FL,Elementary,Suburban,500to999,ELA,White,Male,16Plus
CA,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
NE,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
LA,Middle,Suburban,250to499,NatSci,Black,Female,10to15
VA,High,Suburban,250to499,Math,Black,Female,10to15
MS,Elementary,Suburban,250to499,ELA,White,Female,16Plus
TX,Middle,Rural,250to499,Math,White,Female,10to15
DE,High,Suburban,250to499,Math,White,Female,10to15
TX,High,Town,250to499,ELA,White,Female,16Plus
NY,Elementary,Suburban,500to999,ELA,White,Female,16Plus
CA,Elementary,Suburban,1000Plus,NatSci,Hispanic,Female,16Plus
CA,Elementary,Suburban,250to499,Math,White,Female,10to15
CA,Elementary,Town,500to999,ELA,White,Female,16Plus
WV,Elementary,Urban,1000Plus,ELA,White,Female,10to15
DE,Elementary,Town,1000Plus,ELA,Hispanic,Female,3to9
AR,Middle,Suburban,250to499,Math,White,Female,3to9
AR,Middle,Urban,500to999,NatSci,White,Female,16Plus
NE,Elementary,Suburban,500to999,ELA,White,Female,3to9
AR,High,Rural,250to499,ELA,White,Female,3to9
RI,High,Rural,1000Plus,NatSci,Black,Male,16Plus
NM,Middle,Urban,500to999,Math,White,Female,3to9
TX,Elementary,Suburban,1000Plus,Math,White,Female,3to9
MS,Middle,Urban,1000Plus,ELA,White,Male,16Plus
TN,High,Urban,500to999,NatSci,White,Female,3to9
AR,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
VA,Middle,Urban,1000Plus,NatSci,White,Female,10to15
CA,Elementary,Town,1000Plus,ELA,White,Female,16Plus
IL,Elementary,Rural,250to499,ELA,White,Female,10to15
CA,Elementary,Suburban,250to499,ELA,White,Female,16Plus
SC,Elementary,Urban,250to499,ELA,White,Male,16Plus
NM,Middle,Urban,250to499,Math,Hispanic,Female,16Plus
GA,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus
MA,High,Suburban,250to499,NatSci,White,Female,10to15
OK,Middle,Town,500to999,NatSci,White,Female,16Plus
CA,Middle,Rural,1000Plus,NatSci,White,Female,10to15
KY,Elementary,Urban,250to499,ELA,White,Female,16Plus
AR,Elementary,Urban,250to499,Math,White,Female,16Plus
AL,High,Urban,500to999,Math,White,Female,10to15
IL,High,Rural,500to999,ELA,Black,Female,10to15
FL,Elementary,Rural,500to999,ELA,White,Female,10to15
NY,Elementary,Rural,250to499,Math,White,Female,3to9
DE,Elementary,Town,Lessthan250,NatSci,Hispanic,Female,16Plus
OH,High,Suburban,1000Plus,ELA,White,Male,16Plus
CA,High,Rural,1000Plus,Math,White,Female,3to9
AR,Elementary,Town,500to999,ELA,White,Female,16Plus
OH,High,Urban,250to499,Math,White,Female,16Plus
NE,High,Suburban,500to999,ELA,White,Female,3to9
NE,Elementary,Urban,1000Plus,NatSci,White,Female,3to9
AR,Elementary,Rural,250to499,ELA,White,Female,3to9
KY,Middle,Urban,250to499,ELA,Black,Female,16Plus
NE,Middle,Suburban,500to999,ELA,White,Female,16Plus
CA,Elementary,Urban,500to999,ELA,White,Female,10to15
AR,Middle,Suburban,1000Plus,Math,White,Female,16Plus
CA,Elementary,Urban,Lessthan250,ELA,White,Female,16Plus
VA,High,Suburban,500to999,ELA,White,Female,3to9
TN,High,Urban,500to999,ELA,White,Female,16Plus
OH,High,Suburban,250to499,ELA,White,Female,16Plus
NM,Elementary,Suburban,500to999,ELA,White,Female,3to9
DE,Elementary,Town,250to499,Math,AIAN,Female,3to9
OH,High,Suburban,1000Plus,ELA,White,Female,16Plus
OH,High,Rural,250to499,Math,Hispanic,Male,16Plus
NC,Middle,Town,250to499,NatSci,White,Male,3to9
MA,Elementary,Urban,500to999,ELA,White,Female,16Plus
NY,High,Town,500to999,ELA,White,Female,3to9
MS,High,Town,250to499,NatSci,White,Male,16Plus
NJ,High,Urban,1000Plus,NatSci,White,Male,16Plus
MA,Middle,Suburban,1000Plus,NatSci,Hispanic,Female,3to9
KY,Elementary,Rural,500to999,ELA,Multirace,Female,3to9
TN,High,Suburban,250to499,Math,White,Female,16Plus
IL,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
FL,Elementary,Urban,250to499,Math,White,Female,16Plus
AL,Elementary,Urban,1000Plus,Math,White,Female,10to15
NE,High,Urban,500to999,NatSci,Multirace,Female,10to15
WI,High,Town,250to499,NatSci,Multirace,Female,16Plus
WI,High,Suburban,250to499,Math,White,Female,10to15
OH,Middle,Urban,250to499,ELA,White,Female,3to9
NE,High,Suburban,500to999,NatSci,White,Female,3to9
OH,Elementary,Suburban,500to999,ELA,White,Female,16Plus
KY,Elementary,Rural,250to499,NatSci,AIAN,Female,3to9
LA,High,Town,250to499,ELA,White,Male,10to15
DE,High,Town,500to999,ELA,White,Female,10to15
DE,Elementary,Suburban,1000Plus,Math,White,Male,Lessthan3
TN,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
NE,Elementary,Suburban,500to999,Math,White,Female,10to15
KY,Middle,Urban,250to499,Math,White,Female,3to9
OK,Middle,Suburban,250to499,ELA,White,Female,16Plus
TX,High,Town,250to499,Math,Hispanic,Female,16Plus
LA,Elementary,Suburban,500to999,ELA,White,Female,10to15
WI,Elementary,Town,250to499,Math,Black,Female,10to15
WI,High,Town,250to499,ELA,White,Female,16Plus
LA,High,Rural,250to499,ELA,White,Female,16Plus
MA,Elementary,Suburban,1000Plus,ELA,Hispanic,Female,16Plus
DE,Elementary,Suburban,1000Plus,ELA,White,Male,3to9
NY,High,Urban,250to499,Math,White,Female,10to15
WI,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
TX,Elementary,Rural,250to499,Math,Hispanic,Female,16Plus
CA,Elementary,Rural,500to999,ELA,Black,Male,16Plus
DE,Elementary,Suburban,500to999,ELA,Hispanic,Female,3to9
KY,High,Rural,500to999,NatSci,White,Female,3to9
TX,High,Town,1000Plus,ELA,Black,Female,10to15
MA,Elementary,Urban,500to999,Math,White,Male,16Plus
NM,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
NE,Elementary,Town,500to999,NatSci,White,Female,16Plus
LA,Elementary,Rural,Lessthan250,NatSci,Hispanic,Female,3to9
TN,High,Urban,250to499,NatSci,White,Female,3to9
FL,High,Urban,500to999,NatSci,White,Male,10to15
FL,Middle,Urban,500to999,Math,White,Male,10to15
MA,Elementary,Suburban,1000Plus,Math,White,Female,10to15
MA,High,Suburban,1000Plus,Math,White,Female,10to15
TN,High,Urban,250to499,NatSci,White,Female,3to9
IL,Elementary,Suburban,500to999,ELA,White,Female,10to15
AR,High,Suburban,500to999,Math,White,Female,16Plus
AR,Elementary,Rural,500to999,Math,White,Female,3to9
NE,High,Rural,500to999,NatSci,White,Female,10to15
NM,Elementary,Urban,500to999,ELA,White,Male,16Plus
AR,High,Urban,500to999,ELA,White,Female,3to9
FL,High,Urban,1000Plus,ELA,White,Male,3to9
DE,High,Rural,500to999,ELA,White,Female,10to15
NY,Elementary,Suburban,500to999,Math,White,Female,16Plus
TX,Middle,Suburban,1000Plus,Math,Hispanic,Female,16Plus
TX,High,Town,500to999,Math,Hispanic,Female,16Plus
VA,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus
DE,Elementary,Urban,Lessthan250,ELA,White,Female,10to15
TN,Middle,Suburban,250to499,ELA,White,Female,10to15
IL,Elementary,Rural,500to999,Math,White,Male,16Plus
OK,High,Rural,250to499,ELA,White,Female,3to9
LA,Elementary,Urban,1000Plus,Math,White,Male,10to15
NE,Elementary,Urban,250to499,Math,White,Female,16Plus
NM,Elementary,Rural,250to499,NatSci,White,Female,10to15
TN,High,Urban,250to499,Math,White,Female,16Plus
AL,High,Rural,1000Plus,ELA,White,Female,16Plus
OH,Elementary,Urban,Lessthan250,Math,White,Female,10to15
MS,High,Urban,500to999,NatSci,White,Female,16Plus
DE,Middle,Town,500to999,ELA,White,Female,16Plus
MA,Middle,Rural,Lessthan250,ELA,White,Female,Lessthan3
WA,Elementary,Suburban,250to499,ELA,White,Male,16Plus
OK,Elementary,Suburban,500to999,ELA,White,Female,10to15
KY,High,Suburban,250to499,ELA,White,Female,3to9
LA,Elementary,Suburban,250to499,ELA,White,Female,10to15
DE,Middle,Suburban,500to999,ELA,White,Female,10to15
KY,High,Urban,500to999,NatSci,Hispanic,Female,10to15
FL,High,Suburban,Lessthan250,Math,White,Female,10to15
NY,High,Urban,250to499,Math,White,Female,3to9
NM,High,Suburban,500to999,Math,White,Female,16Plus
CA,Elementary,Urban,Lessthan250,ELA,White,Female,16Plus
NY,High,Rural,1000Plus,ELA,White,Male,10to15
TX,Elementary,Rural,250to499,Math,White,Male,10to15
AR,High,Suburban,500to999,ELA,White,Female,3to9
RI,Middle,Suburban,1000Plus,ELA,White,Female,3to9
WI,Elementary,Urban,1000Plus,Math,White,Male,10to15
PA,High,Suburban,1000Plus,NatSci,Black,Female,3to9
DE,High,Suburban,250to499,ELA,White,Female,16Plus
FL,Middle,Suburban,250to499,NatSci,Black,Female,16Plus
MS,Elementary,Suburban,1000Plus,Math,White,Male,16Plus
NE,Elementary,Urban,250to499,NatSci,White,Male,10to15
NM,Elementary,Urban,500to999,ELA,White,Male,16Plus
TX,Middle,Rural,1000Plus,ELA,White,Female,10to15
TN,Middle,Rural,500to999,NatSci,White,Female,16Plus
OH,High,Suburban,500to999,ELA,White,Female,10to15
OH,High,Rural,500to999,Math,White,Female,3to9
TX,Elementary,Rural,250to499,Math,White,Female,10to15
TX,Elementary,Town,500to999,Math,White,Male,16Plus
MS,Elementary,Town,1000Plus,ELA,White,Female,16Plus
MS,High,Urban,500to999,ELA,White,Female,16Plus
NC,High,Urban,250to499,ELA,White,Female,16Plus
NY,Elementary,Urban,250to499,Math,White,Female,16Plus
AL,Elementary,Urban,500to999,ELA,White,Female,3to9
NY,High,Urban,250to499,NatSci,White,Female,16Plus
LA,High,Urban,250to499,Math,White,Female,16Plus
LA,Elementary,Urban,1000Plus,ELA,Hispanic,Female,10to15
FL,Middle,Rural,500to999,ELA,White,Female,16Plus
NM,Elementary,Suburban,Lessthan250,NatSci,White,Female,3to9
CA,Elementary,Urban,250to499,ELA,White,Female,16Plus
GA,Middle,Suburban,1000Plus,NatSci,White,Female,10to15
DE,Middle,Urban,250to499,Math,White,Male,3to9
MS,High,Town,500to999,ELA,White,Female,3to9
AR,Elementary,Urban,250to499,Math,White,Male,10to15
NM,Elementary,Suburban,500to999,ELA,White,Female,10to15
NY,High,Suburban,250to499,ELA,White,Male,10to15
TX,Elementary,Urban,500to999,NatSci,Black,Female,10to15
KY,Middle,Town,Lessthan250,NatSci,White,Female,10to15
LA,Elementary,Rural,250to499,Math,White,Female,10to15
OH,High,Urban,500to999,NatSci,White,Female,16Plus
TX,Elementary,Urban,Lessthan250,Math,White,Female,3to9
CO,Middle,Suburban,250to499,NatSci,White,Female,3to9
CA,Middle,Town,500to999,ELA,White,Male,10to15
DE,High,Suburban,1000Plus,NatSci,White,Male,10to15
CA,Middle,Rural,1000Plus,ELA,Hispanic,Female,3to9
WI,Elementary,Suburban,500to999,ELA,White,Female,3to9
VA,Elementary,Suburban,500to999,ELA,White,Female,10to15
MS,Elementary,Suburban,250to499,ELA,White,Female,3to9
MI,High,Town,250to499,ELA,White,Female,10to15
LA,Elementary,Town,500to999,NatSci,White,Female,3to9
NE,Elementary,Town,1000Plus,Math,Black,Female,10to15
OH,High,Suburban,500to999,NatSci,White,Male,16Plus
FL,High,Urban,500to999,ELA,White,Female,16Plus
KY,Middle,Urban,Lessthan250,Math,White,Female,16Plus
FL,Elementary,Urban,500to999,ELA,White,Female,3to9
RI,Elementary,Rural,250to499,ELA,White,Female,16Plus
MA,Elementary,Suburban,500to999,ELA,White,Female,3to9
RI,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus
MS,Elementary,Suburban,Lessthan250,Math,Multirace,Male,16Plus
MA,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
WI,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
RI,High,Rural,500to999,ELA,White,Male,16Plus
CA,High,Rural,1000Plus,ELA,White,Female,3to9
NE,Elementary,Urban,500to999,NatSci,White,Female,16Plus
RI,Elementary,Rural,250to499,NatSci,White,Female,10to15
MS,Elementary,Urban,250to499,Math,White,Male,16Plus
TX,Middle,Suburban,500to999,NatSci,White,Female,16Plus
WI,Elementary,Suburban,500to999,Math,Asian,Female,16Plus
LA,Elementary,Suburban,250to499,Math,White,Female,3to9
CA,High,Suburban,1000Plus,NatSci,White,Female,16Plus
OH,High,Rural,250to499,ELA,White,Female,3to9
AR,Elementary,Suburban,250to499,ELA,White,Female,16Plus
FL,Middle,Suburban,250to499,NatSci,White,Female,16Plus
TN,Elementary,Urban,250to499,ELA,White,Female,3to9
CO,High,Suburban,Lessthan250,Math,Hispanic,Male,16Plus
MA,Elementary,Rural,250to499,ELA,White,Female,3to9
MS,Elementary,Suburban,250to499,ELA,White,Female,16Plus
MD,Middle,Town,250to499,NatSci,White,Female,16Plus
OH,High,Suburban,250to499,ELA,White,Male,3to9
OK,Elementary,Town,500to999,NatSci,White,Female,10to15
PA,Elementary,Suburban,250to499,Math,White,Female,3to9
SC,Elementary,Town,500to999,NatSci,White,Female,3to9
LA,Elementary,Rural,1000Plus,Math,White,Female,3to9
CA,High,Suburban,250to499,ELA,White,Female,10to15
OH,Elementary,Suburban,Lessthan250,ELA,White,Male,10to15
NE,Elementary,Rural,250to499,ELA,White,Female,3to9
OH,High,Town,500to999,ELA,White,Male,16Plus
KY,Elementary,Rural,250to499,ELA,Hispanic,Male,3to9
AR,Middle,Suburban,250to499,NatSci,White,Female,16Plus
OH,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
TX,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
WI,Elementary,Suburban,500to999,Math,White,Female,3to9
TX,Elementary,Rural,Lessthan250,NatSci,White,Male,3to9
MO,Elementary,Rural,500to999,Math,White,Female,16Plus
FL,High,Urban,250to499,ELA,White,Female,16Plus
NM,High,Urban,500to999,ELA,White,Female,10to15
TN,Elementary,Urban,500to999,NatSci,White,Female,16Plus
TX,Elementary,Suburban,500to999,NatSci,Other,Female,3to9
FL,Elementary,Urban,250to499,NatSci,White,Female,3to9
NM,High,Rural,1000Plus,Math,White,Female,3to9
TX,Elementary,Rural,250to499,ELA,White,Female,16Plus
RI,High,Rural,250to499,Math,White,Female,16Plus
OH,Elementary,Rural,1000Plus,Math,White,Female,16Plus
CA,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
TX,Elementary,Town,500to999,ELA,Multirace,Female,16Plus
NM,Elementary,Town,250to499,ELA,White,Female,3to9
TN,Elementary,Suburban,Lessthan250,NatSci,White,Male,3to9
CA,Elementary,Rural,250to499,NatSci,White,Female,10to15
OH,Elementary,Rural,500to999,Math,White,Female,10to15
TX,Elementary,Suburban,500to999,Math,White,Female,16Plus
GA,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
MA,Elementary,Urban,Lessthan250,Math,White,Female,3to9
IL,Middle,Town,500to999,ELA,White,Female,16Plus
NM,Elementary,Urban,1000Plus,NatSci,Multirace,Female,10to15
KY,Elementary,Rural,500to999,ELA,Hispanic,Female,16Plus
MA,Elementary,Urban,1000Plus,NatSci,White,Female,10to15
NM,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
FL,High,Urban,1000Plus,Math,White,Female,10to15
WI,High,Suburban,250to499,ELA,White,Female,16Plus
NC,Elementary,Rural,500to999,ELA,White,Female,16Plus
WV,Elementary,Urban,500to999,Math,White,Female,3to9
RI,Elementary,Rural,500to999,Math,White,Female,3to9
LA,Middle,Urban,1000Plus,ELA,White,Female,10to15
LA,Elementary,Rural,500to999,Math,White,Female,10to15
SC,Middle,Urban,250to499,ELA,White,Male,10to15
OH,High,Urban,250to499,NatSci,Black,Female,3to9
OH,Elementary,Urban,250to499,ELA,White,Female,16Plus
CO,Middle,Urban,250to499,NatSci,Hispanic,Female,3to9
KY,High,Suburban,500to999,Math,White,Male,10to15
GA,Middle,Urban,500to999,NatSci,Hispanic,Female,16Plus
OH,High,Urban,250to499,Math,White,Female,3to9
DE,High,Suburban,250to499,ELA,White,Female,16Plus
RI,Elementary,Town,500to999,Math,White,Male,16Plus
TN,Elementary,Suburban,1000Plus,Math,Multirace,Female,16Plus
MA,High,Rural,1000Plus,ELA,White,Female,3to9
DE,Elementary,Rural,250to499,Math,White,Male,16Plus
AR,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
AL,High,Rural,250to499,Math,White,Male,16Plus
CA,Elementary,Rural,500to999,Math,White,Female,3to9
WI,Elementary,Town,250to499,NatSci,White,Female,10to15
KY,Elementary,Suburban,500to999,NatSci,White,Male,16Plus
NE,Elementary,Suburban,500to999,NatSci,White,Female,10to15
MS,High,Rural,1000Plus,Math,White,Female,3to9
FL,Elementary,Town,500to999,ELA,White,Female,3to9
OK,Elementary,Urban,250to499,Math,White,Male,16Plus
MS,Middle,Suburban,1000Plus,Math,White,Female,16Plus
NM,Elementary,Suburban,250to499,Math,White,Female,16Plus
FL,Middle,Urban,250to499,ELA,Hispanic,Female,16Plus
GA,Middle,Town,250to499,NatSci,Hispanic,Female,3to9
DE,High,Rural,250to499,ELA,Black,Female,10to15
NY,Middle,Urban,500to999,ELA,Multirace,Female,10to15
AR,Elementary,Rural,500to999,ELA,White,Female,10to15
NE,High,Suburban,250to499,Math,White,Female,3to9
NY,Elementary,Urban,250to499,ELA,White,Female,16Plus
CA,Middle,Rural,500to999,Math,Hispanic,Female,16Plus
GA,Elementary,Urban,500to999,Math,White,Female,16Plus
