State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience,pop_total
DE,Middle,Rural,500to999,Math,Black,Female,16Plus,12
DE,Middle,Rural,500to999,Math,White,Female,3to9,8
DE,Middle,Rural,500to999,Math,White,Female,16Plus,18
DE,Middle,Suburban,1000Plus,ELA,White,Female,10to15,3
DE,Middle,Suburban,1000Plus,ELA,White,Female,16Plus,4
DE,Middle,Suburban,1000Plus,ELA,White,Male,3to9,13
DE,Middle,Suburban,1000Plus,ELA,White,Male,16Plus,12
DE,Middle,Suburban,1000Plus,NatSci,Multirace,Female,16Plus,5
DE,Middle,Suburban,1000Plus,NatSci,White,Female,10to15,11
DE,Middle,Suburban,250to499,ELA,Black,Female,10to15,15
DE,Middle,Suburban,250to499,ELA,Black,Male,16Plus,13
DE,Middle,Suburban,250to499,ELA,Other,Female,16Plus,9
DE,Middle,Suburban,250to499,ELA,White,Female,16Plus,17
DE,Middle,Suburban,250to499,ELA,White,Male,16Plus,11
DE,Middle,Suburban,250to499,NatSci,White,Female,10to15,8
DE,Middle,Suburban,250to499,NatSci,White,Female,16Plus,27
DE,Middle,Suburban,500to999,ELA,White,Female,3to9,16
DE,Middle,Suburban,500to999,ELA,White,Female,10to15,6
DE,Middle,Suburban,500to999,ELA,White,Female,16Plus,5
DE,Middle,Suburban,500to999,Math,White,Female,3to9,14
DE,Middle,Suburban,500to999,Math,White,Female,10to15,18
DE,Middle,Suburban,500to999,NatSci,Hispanic,Female,3to9,4
DE,Middle,Suburban,500to999,NatSci,White,Female,3to9,19
DE,Middle,Suburban,500to999,NatSci,White,Female,10to15,11
DE,Middle,Suburban,500to999,NatSci,White,Female,16Plus,19
DE,Middle,Suburban,Lessthan250,ELA,White,Female,16Plus,12
DE,Middle,Suburban,Lessthan250,Math,White,Female,3to9,25
DE,Middle,Town,1000Plus,Math,White,Female,3to9,7
DE,Middle,Town,1000Plus,NatSci,Hispanic,Male,16Plus,5
DE,Middle,Town,250to499,ELA,White,Female,3to9,10
DE,Middle,Town,250to499,ELA,White,Female,10to15,24
DE,Middle,Town,250to499,Math,White,Female,10to15,6
DE,Middle,Town,250to499,Math,White,Female,16Plus,9
DE,Middle,Town,250to499,NatSci,Multirace,Female,16Plus,10
DE,Middle,Town,250to499,NatSci,White,Female,3to9,16
DE,Middle,Town,250to499,NatSci,White,Female,16Plus,16
DE,Middle,Town,500to999,ELA,White,Female,16Plus,17
DE,Middle,Town,Lessthan250,Math,White,Female,10to15,7
DE,Middle,Urban,1000Plus,ELA,Black,Female,3to9,18
DE,Middle,Urban,1000Plus,ELA,White,Female,16Plus,13
DE,Middle,Urban,1000Plus,Math,White,Female,3to9,11
DE,Middle,Urban,1000Plus,Math,White,Female,16Plus,7
DE,Middle,Urban,1000Plus,NatSci,White,Male,3to9,9
DE,Middle,Urban,250to499,ELA,White,Female,3to9,13
DE,Middle,Urban,250to499,ELA,White,Female,16Plus,5
DE,Middle,Urban,250to499,Math,White,Female,16Plus,16
DE,Middle,Urban,250to499,Math,White,Male,3to9,4
DE,Middle,Urban,500to999,ELA,White,Female,10to15,19
DE,Middle,Urban,500to999,ELA,White,Female,16Plus,19
DE,Middle,Urban,500to999,ELA,White,Male,16Plus,11
DE,Middle,Urban,500to999,Math,Asian,Female,3to9,18
DE,Middle,Urban,500to999,Math,White,Female,16Plus,14
DE,Middle,Urban,500to999,Math,White,Male,10to15,7
FL,Elementary,Rural,1000Plus,ELA,Hispanic,Male,3to9,8
FL,Elementary,Rural,1000Plus,ELA,White,Female,3to9,14
FL,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,25
FL,Elementary,Rural,1000Plus,ELA,White,Male,3to9,15
FL,Elementary,Rural,1000Plus,Math,White,Female,3to9,27
FL,Elementary,Rural,1000Plus,Math,White,Female,16Plus,15
FL,Elementary,Rural,1000Plus,NatSci,Black,Female,10to15,4
FL,Elementary,Rural,1000Plus,NatSci,Hispanic,Female,16Plus,3
FL,Elementary,Rural,1000Plus,NatSci,White,Female,3to9,22
FL,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus,8
FL,Elementary,Rural,250to499,ELA,AIAN,Female,3to9,16
FL,Elementary,Rural,250to499,ELA,Black,Male,16Plus,12
FL,Elementary,Rural,250to499,ELA,White,Female,Lessthan3,28
FL,Elementary,Rural,250to499,ELA,White,Female,3to9,21
FL,Elementary,Rural,250to499,ELA,White,Female,10to15,28
FL,Elementary,Rural,250to499,ELA,White,Female,16Plus,3
FL,Elementary,Rural,250to499,ELA,White,Male,3to9,9
FL,Elementary,Rural,250to499,ELA,White,Male,10to15,15
FL,Elementary,Rural,250to499,Math,White,Female,3to9,34
FL,Elementary,Rural,250to499,Math,White,Female,10to15,5
FL,Elementary,Rural,250to499,Math,White,Female,16Plus,5
FL,Elementary,Rural,250to499,NatSci,Black,Female,3to9,22
FL,Elementary,Rural,250to499,NatSci,Hispanic,Female,16Plus,18
FL,Elementary,Rural,250to499,NatSci,White,Female,3to9,7
FL,Elementary,Rural,250to499,NatSci,White,Female,10to15,13
FL,Elementary,Rural,250to499,NatSci,White,Female,16Plus,36
FL,Elementary,Rural,500to999,ELA,Black,Female,16Plus,13
FL,Elementary,Rural,500to999,ELA,Black,Male,3to9,11
FL,Elementary,Rural,500to999,ELA,White,Female,10to15,31
FL,Elementary,Rural,500to999,Math,Black,Female,3to9,13
FL,Elementary,Rural,500to999,Math,Hispanic,Male,10to15,11
FL,Elementary,Rural,500to999,Math,White,Female,Lessthan3,12
FL,Elementary,Rural,500to999,Math,White,Female,3to9,7
FL,Elementary,Rural,500to999,Math,White,Female,16Plus,36
FL,Elementary,Rural,500to999,NatSci,Asian,Female,10to15,6
FL,Elementary,Rural,500to999,NatSci,Hispanic,Female,10to15,15
FL,Elementary,Rural,500to999,NatSci,Hispanic,Female,16Plus,9
FL,Elementary,Rural,500to999,NatSci,White,Female,3to9,9
FL,Elementary,Rural,500to999,NatSci,White,Female,10to15,18
FL,Elementary,Rural,500to999,NatSci,White,Male,3to9,8
FL,Elementary,Rural,500to999,NatSci,White,Male,16Plus,2
FL,Elementary,Rural,Lessthan250,Math,Hispanic,Female,3to9,10
FL,Elementary,Rural,Lessthan250,Math,Multirace,Female,3to9,5
FL,Elementary,Rural,Lessthan250,Math,White,Female,16Plus,10
FL,Elementary,Rural,Lessthan250,NatSci,White,Female,3to9,18
FL,Elementary,Rural,Lessthan250,NatSci,White,Female,16Plus,18
FL,Elementary,Suburban,1000Plus,ELA,Black,Female,3to9,6
FL,Elementary,Suburban,1000Plus,ELA,Black,Female,16Plus,16
FL,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,10
FL,Elementary,Suburban,1000Plus,ELA,White,Female,10to15,27
FL,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus,18
FL,Elementary,Suburban,1000Plus,Math,Black,Female,16Plus,9
FL,Elementary,Suburban,1000Plus,Math,Hispanic,Male,16Plus,13
FL,Elementary,Suburban,1000Plus,Math,Multirace,Male,10to15,14
FL,Elementary,Suburban,1000Plus,Math,White,Female,3to9,18
FL,Elementary,Suburban,1000Plus,Math,White,Female,10to15,10
FL,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,25
FL,Elementary,Suburban,1000Plus,Math,White,Male,10to15,11
FL,Elementary,Suburban,1000Plus,NatSci,Asian,Female,16Plus,10
FL,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,16
FL,Elementary,Suburban,1000Plus,NatSci,White,Female,10to15,8
FL,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,10
FL,Elementary,Suburban,250to499,ELA,Multirace,Female,3to9,8
FL,Elementary,Suburban,250to499,ELA,White,Female,Lessthan3,11
FL,Elementary,Suburban,250to499,ELA,White,Female,3to9,20
FL,Elementary,Suburban,250to499,ELA,White,Female,10to15,13
FL,Elementary,Suburban,250to499,ELA,White,Female,16Plus,34
FL,Elementary,Suburban,250to499,ELA,White,Male,3to9,29
FL,Elementary,Suburban,250to499,ELA,White,Male,16Plus,24
FL,Elementary,Suburban,250to499,Math,Hispanic,Female,10to15,3
FL,Elementary,Suburban,250to499,Math,White,Female,Lessthan3,5
FL,Elementary,Suburban,250to499,Math,White,Female,10to15,17
FL,Elementary,Suburban,250to499,Math,White,Female,16Plus,25
FL,Elementary,Suburban,250to499,Math,White,Male,10to15,9
FL,Elementary,Suburban,250to499,NatSci,White,Female,Lessthan3,13
FL,Elementary,Suburban,250to499,NatSci,White,Female,3to9,20
FL,Elementary,Suburban,250to499,NatSci,White,Female,10to15,22
FL,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,20
FL,Elementary,Suburban,250to499,NatSci,White,Male,3to9,10
FL,Elementary,Suburban,250to499,NatSci,White,Male,16Plus,18
FL,Elementary,Suburban,500to999,ELA,Black,Female,3to9,12
FL,Elementary,Suburban,500to999,ELA,Hispanic,Female,10to15,15
FL,Elementary,Suburban,500to999,ELA,Multirace,Female,10to15,16
FL,Elementary,Suburban,500to999,ELA,White,Female,Lessthan3,6
FL,Elementary,Suburban,500to999,ELA,White,Female,3to9,14
FL,Elementary,Suburban,500to999,ELA,White,Female,10to15,23
FL,Elementary,Suburban,500to999,ELA,White,Female,16Plus,27
FL,Elementary,Suburban,500to999,ELA,White,Male,3to9,5
FL,Elementary,Suburban,500to999,ELA,White,Male,10to15,18
FL,Elementary,Suburban,500to999,ELA,White,Male,16Plus,15
FL,Elementary,Suburban,500to999,Math,Black,Female,16Plus,20
FL,Elementary,Suburban,500to999,Math,Hispanic,Female,10to15,19
FL,Elementary,Suburban,500to999,Math,Multirace,Female,3to9,8
FL,Elementary,Suburban,500to999,Math,White,Female,3to9,24
FL,Elementary,Suburban,500to999,Math,White,Female,16Plus,28
FL,Elementary,Suburban,500to999,Math,White,Male,10to15,13
FL,Elementary,Suburban,500to999,Math,White,Male,16Plus,23
FL,Elementary,Suburban,500to999,NatSci,Black,Female,3to9,22
FL,Elementary,Suburban,500to999,NatSci,Hispanic,Female,16Plus,12
FL,Elementary,Suburban,500to999,NatSci,White,Female,10to15,11
FL,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,13
FL,Elementary,Suburban,Lessthan250,ELA,Black,Female,16Plus,4
FL,Elementary,Suburban,Lessthan250,ELA,White,Female,3to9,20
FL,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus,11
FL,Elementary,Suburban,Lessthan250,Math,White,Female,3to9,10
FL,Elementary,Suburban,Lessthan250,NatSci,Hispanic,Female,16Plus,6
FL,Elementary,Suburban,Lessthan250,NatSci,White,Female,3to9,10
FL,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus,6
FL,Elementary,Town,1000Plus,ELA,Other,Female,10to15,19
FL,Elementary,Town,1000Plus,ELA,White,Female,3to9,32
FL,Elementary,Town,1000Plus,ELA,White,Female,16Plus,8
FL,Elementary,Town,1000Plus,ELA,White,Male,10to15,11
FL,Elementary,Town,1000Plus,Math,White,Female,10to15,6
FL,Elementary,Town,1000Plus,Math,White,Female,16Plus,22
FL,Elementary,Town,250to499,ELA,White,Female,3to9,18
FL,Elementary,Town,250to499,ELA,White,Female,16Plus,50
FL,Elementary,Town,250to499,ELA,White,Male,16Plus,16
FL,Elementary,Town,250to499,Math,White,Female,3to9,18
FL,Elementary,Town,250to499,Math,White,Female,10to15,10
FL,Elementary,Town,250to499,NatSci,Hispanic,Female,3to9,11
FL,Elementary,Town,250to499,NatSci,Hispanic,Female,10to15,15
FL,Elementary,Town,250to499,NatSci,White,Female,10to15,20
FL,Elementary,Town,250to499,NatSci,White,Female,16Plus,15
FL,Elementary,Town,250to499,NatSci,White,Male,16Plus,14
FL,Elementary,Town,500to999,ELA,Hispanic,Female,16Plus,15
FL,Elementary,Town,500to999,ELA,White,Female,3to9,11
FL,Elementary,Town,500to999,ELA,White,Female,10to15,5
FL,Elementary,Town,500to999,ELA,White,Female,16Plus,15
FL,Elementary,Town,500to999,ELA,White,Male,10to15,3
FL,Elementary,Town,500to999,ELA,White,Male,16Plus,12
FL,Elementary,Town,500to999,Math,White,Female,3to9,7
FL,Elementary,Town,500to999,Math,White,Female,10to15,25
FL,Elementary,Town,500to999,Math,White,Female,16Plus,11
FL,Elementary,Town,500to999,Math,White,Male,16Plus,16
FL,Elementary,Town,500to999,NatSci,Hispanic,Female,10to15,5
FL,Elementary,Town,500to999,NatSci,Hispanic,Female,16Plus,13
FL,Elementary,Town,500to999,NatSci,Multirace,Female,16Plus,10
FL,Elementary,Town,500to999,NatSci,White,Female,10to15,3
FL,Elementary,Town,500to999,NatSci,White,Male,3to9,17
FL,Elementary,Town,Lessthan250,ELA,White,Female,3to9,7
FL,Elementary,Town,Lessthan250,ELA,White,Female,16Plus,13
FL,Elementary,Town,Lessthan250,Math,White,Male,16Plus,5
FL,Elementary,Urban,1000Plus,ELA,Black,Female,10to15,4
FL,Elementary,Urban,1000Plus,ELA,White,Female,10to15,21
FL,Elementary,Urban,1000Plus,ELA,White,Male,3to9,5
FL,Elementary,Urban,1000Plus,ELA,White,Male,10to15,18
FL,Elementary,Urban,1000Plus,Math,Multirace,Female,3to9,22
FL,Elementary,Urban,1000Plus,Math,White,Female,3to9,19
FL,Elementary,Urban,1000Plus,Math,White,Female,10to15,18
FL,Elementary,Urban,1000Plus,Math,White,Female,16Plus,32
FL,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,14
FL,Elementary,Urban,1000Plus,NatSci,White,Female,10to15,22
FL,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,14
FL,Elementary,Urban,1000Plus,NatSci,White,Male,16Plus,7
FL,Elementary,Urban,250to499,ELA,Black,Female,3to9,11
FL,Elementary,Urban,250to499,ELA,Black,Female,16Plus,10
FL,Elementary,Urban,250to499,ELA,Multirace,Male,10to15,16
FL,Elementary,Urban,250to499,ELA,White,Female,3to9,32
FL,Elementary,Urban,250to499,ELA,White,Female,10to15,6
FL,Elementary,Urban,250to499,ELA,White,Female,16Plus,17
FL,Elementary,Urban,250to499,ELA,White,Male,16Plus,17
FL,Elementary,Urban,250to499,Math,Black,Female,16Plus,14
FL,Elementary,Urban,250to499,Math,Hispanic,Female,10to15,13
FL,Elementary,Urban,250to499,Math,White,Female,3to9,41
FL,Elementary,Urban,250to499,Math,White,Female,16Plus,24
FL,Elementary,Urban,250to499,NatSci,Hispanic,Female,16Plus,11
FL,Elementary,Urban,250to499,NatSci,White,Female,3to9,12
FL,Elementary,Urban,250to499,NatSci,White,Female,10to15,21
FL,Elementary,Urban,250to499,NatSci,White,Female,16Plus,16
FL,Elementary,Urban,500to999,ELA,Hispanic,Female,3to9,3
FL,Elementary,Urban,500to999,ELA,Hispanic,Female,16Plus,5
FL,Elementary,Urban,500to999,ELA,Multirace,Male,3to9,9
FL,Elementary,Urban,500to999,ELA,White,Female,3to9,33
FL,Elementary,Urban,500to999,ELA,White,Female,10to15,18
FL,Elementary,Urban,500to999,ELA,White,Female,16Plus,26
FL,Elementary,Urban,500to999,ELA,White,Male,16Plus,16
FL,Elementary,Urban,500to999,Math,White,Female,10to15,13
FL,Elementary,Urban,500to999,Math,White,Female,16Plus,22
FL,Elementary,Urban,500to999,Math,White,Male,16Plus,16
FL,Elementary,Urban,500to999,NatSci,Asian,Female,16Plus,8
FL,Elementary,Urban,500to999,NatSci,Black,Female,10to15,6
FL,Elementary,Urban,500to999,NatSci,Hispanic,Female,3to9,14
FL,Elementary,Urban,500to999,NatSci,White,Female,3to9,18
FL,Elementary,Urban,500to999,NatSci,White,Female,10to15,13
FL,Elementary,Urban,500to999,NatSci,White,Female,16Plus,32
FL,Elementary,Urban,Lessthan250,ELA,White,Male,16Plus,7
FL,Elementary,Urban,Lessthan250,Math,White,Female,10to15,29
FL,Elementary,Urban,Lessthan250,NatSci,White,Female,3to9,8
FL,Elementary,Urban,Lessthan250,NatSci,White,Female,10to15,14
FL,Elementary,Urban,Lessthan250,NatSci,White,Female,16Plus,16
FL,High,Rural,1000Plus,ELA,White,Female,16Plus,11
FL,High,Rural,1000Plus,Math,Hispanic,Female,3to9,16
FL,High,Rural,1000Plus,Math,Hispanic,Male,3to9,6
FL,High,Rural,1000Plus,Math,White,Female,3to9,16
FL,High,Rural,1000Plus,Math,White,Male,16Plus,11
FL,High,Rural,1000Plus,NatSci,White,Male,16Plus,3
FL,High,Rural,250to499,ELA,Hispanic,Female,3to9,18
FL,High,Rural,250to499,ELA,Multirace,Female,10to15,12
FL,High,Rural,250to499,ELA,White,Female,16Plus,12
FL,High,Rural,250to499,Math,White,Female,3to9,11
FL,High,Rural,250to499,Math,White,Female,10to15,18
FL,High,Rural,250to499,Math,White,Female,16Plus,6
FL,High,Rural,250to499,NatSci,Black,Female,16Plus,12
FL,High,Rural,250to499,NatSci,Hispanic,Female,3to9,12
FL,High,Rural,250to499,NatSci,White,Female,16Plus,19
FL,High,Rural,500to999,ELA,Black,Female,10to15,21
FL,High,Rural,500to999,ELA,White,Female,10to15,17
FL,High,Rural,500to999,ELA,White,Female,16Plus,20
FL,High,Rural,500to999,ELA,White,Male,16Plus,13
FL,High,Rural,500to999,Math,Hispanic,Female,3to9,9
FL,High,Rural,500to999,Math,White,Female,3to9,11
FL,High,Rural,500to999,Math,White,Female,16Plus,30
FL,High,Rural,500to999,Math,White,Male,3to9,12
FL,High,Rural,500to999,NatSci,White,Female,3to9,8
FL,High,Rural,500to999,NatSci,White,Female,10to15,4
FL,High,Rural,500to999,NatSci,White,Female,16Plus,16
FL,High,Rural,Lessthan250,ELA,White,Female,10to15,4
FL,High,Rural,Lessthan250,ELA,White,Male,3to9,13
FL,High,Rural,Lessthan250,Math,White,Male,16Plus,19
FL,High,Rural,Lessthan250,NatSci,White,Female,16Plus,10
FL,High,Suburban,1000Plus,ELA,Hispanic,Female,3to9,20
FL,High,Suburban,1000Plus,ELA,Hispanic,Female,16Plus,5
FL,High,Suburban,1000Plus,ELA,White,Female,16Plus,20
FL,High,Suburban,1000Plus,ELA,White,Male,10to15,3
FL,High,Suburban,1000Plus,Math,White,Female,3to9,4
FL,High,Suburban,1000Plus,Math,White,Male,3to9,22
FL,High,Suburban,1000Plus,NatSci,Hispanic,Female,10to15,6
FL,High,Suburban,1000Plus,NatSci,White,Female,3to9,29
FL,High,Suburban,1000Plus,NatSci,White,Female,10to15,13
FL,High,Suburban,250to499,ELA,Black,Female,16Plus,11
FL,High,Suburban,250to499,ELA,Hispanic,Female,10to15,12
FL,High,Suburban,250to499,ELA,White,Female,Lessthan3,19
FL,High,Suburban,250to499,ELA,White,Female,10to15,16
FL,High,Suburban,250to499,ELA,White,Male,16Plus,13
FL,High,Suburban,250to499,Math,Black,Female,16Plus,17
FL,High,Suburban,250to499,Math,White,Female,10to15,20
FL,High,Suburban,250to499,Math,White,Female,16Plus,28
FL,High,Suburban,250to499,Math,White,Male,16Plus,15
FL,High,Suburban,250to499,NatSci,White,Female,3to9,14
FL,High,Suburban,250to499,NatSci,White,Female,10to15,18
FL,High,Suburban,250to499,NatSci,White,Female,16Plus,17
FL,High,Suburban,250to499,NatSci,White,Male,3to9,20
FL,High,Suburban,500to999,ELA,Black,Female,16Plus,17
FL,High,Suburban,500to999,ELA,Hispanic,Female,10to15,9
FL,High,Suburban,500to999,ELA,White,Female,3to9,23
FL,High,Suburban,500to999,ELA,White,Female,10to15,6
FL,High,Suburban,500to999,ELA,White,Female,16Plus,12
FL,High,Suburban,500to999,Math,Black,Female,3to9,7
FL,High,Suburban,500to999,Math,Hispanic,Female,16Plus,9
FL,High,Suburban,500to999,Math,Hispanic,Male,16Plus,15
FL,High,Suburban,500to999,Math,Multirace,Female,3to9,12
FL,High,Suburban,500to999,Math,White,Female,3to9,22
FL,High,Suburban,500to999,Math,White,Female,16Plus,22
FL,High,Suburban,500to999,Math,White,Male,10to15,9
FL,High,Suburban,500to999,NatSci,Black,Male,3to9,18
FL,High,Suburban,500to999,NatSci,White,Female,3to9,9
FL,High,Suburban,500to999,NatSci,White,Female,10to15,17
FL,High,Suburban,500to999,NatSci,White,Female,16Plus,9
FL,High,Suburban,500to999,NatSci,White,Male,10to15,15
FL,High,Suburban,Lessthan250,ELA,White,Female,3to9,18
FL,High,Suburban,Lessthan250,Math,AIAN,Female,10to15,13
FL,High,Suburban,Lessthan250,Math,White,Female,3to9,9
FL,High,Suburban,Lessthan250,Math,White,Female,10to15,15
FL,High,Town,1000Plus,ELA,White,Female,3to9,10
FL,High,Town,1000Plus,ELA,White,Female,16Plus,8
FL,High,Town,1000Plus,NatSci,Hispanic,Female,16Plus,6
FL,High,Town,250to499,ELA,White,Female,10to15,11
FL,High,Town,250to499,ELA,White,Female,16Plus,5
FL,High,Town,250to499,Math,Hispanic,Female,3to9,11
FL,High,Town,250to499,Math,White,Female,10to15,10
FL,High,Town,250to499,Math,White,Female,16Plus,10
FL,High,Town,250to499,Math,White,Male,3to9,5
FL,High,Town,250to499,NatSci,White,Female,16Plus,16
FL,High,Town,500to999,ELA,Black,Female,16Plus,5
FL,High,Town,500to999,ELA,Hispanic,Female,16Plus,13
FL,High,Town,500to999,ELA,White,Female,3to9,12
FL,High,Town,500to999,ELA,White,Female,16Plus,18
FL,High,Town,500to999,Math,White,Female,16Plus,12
FL,High,Town,500to999,Math,White,Male,3to9,13
FL,High,Town,500to999,NatSci,Black,Female,3to9,22
FL,High,Town,500to999,NatSci,Hispanic,Female,16Plus,10
FL,High,Town,500to999,NatSci,White,Female,10to15,4
FL,High,Town,500to999,NatSci,White,Female,16Plus,17
FL,High,Town,Lessthan250,NatSci,White,Female,3to9,15
FL,High,Urban,1000Plus,ELA,Black,Female,16Plus,14
FL,High,Urban,1000Plus,ELA,White,Female,3to9,9
FL,High,Urban,1000Plus,ELA,White,Female,10to15,27
FL,High,Urban,1000Plus,ELA,White,Female,16Plus,20
FL,High,Urban,1000Plus,ELA,White,Male,3to9,13
FL,High,Urban,1000Plus,ELA,White,Male,16Plus,20
FL,High,Urban,1000Plus,Math,White,Female,3to9,17
FL,High,Urban,1000Plus,Math,White,Female,10to15,16
FL,High,Urban,1000Plus,Math,White,Female,16Plus,11
FL,High,Urban,1000Plus,Math,White,Male,16Plus,16
FL,High,Urban,250to499,ELA,White,Female,3to9,14
FL,High,Urban,250to499,ELA,White,Female,16Plus,19
FL,High,Urban,250to499,Math,Hispanic,Female,16Plus,15
FL,High,Urban,250to499,Math,Multirace,Female,3to9,16
FL,High,Urban,250to499,Math,White,Female,10to15,10
FL,High,Urban,250to499,Math,White,Female,16Plus,10
FL,High,Urban,250to499,Math,White,Male,10to15,14
FL,High,Urban,250to499,NatSci,White,Female,16Plus,12
FL,High,Urban,250to499,NatSci,White,Male,Lessthan3,6
FL,High,Urban,250to499,NatSci,White,Male,10to15,15
FL,High,Urban,500to999,ELA,Hispanic,Male,16Plus,9
FL,High,Urban,500to999,ELA,White,Female,3to9,9
FL,High,Urban,500to999,ELA,White,Female,10to15,20
FL,High,Urban,500to999,ELA,White,Female,16Plus,38
FL,High,Urban,500to999,Math,Black,Female,10to15,6
FL,High,Urban,500to999,Math,Hispanic,Female,16Plus,9
FL,High,Urban,500to999,Math,White,Female,16Plus,25
FL,High,Urban,500to999,NatSci,Hispanic,Female,3to9,26
FL,High,Urban,500to999,NatSci,White,Female,10to15,17
FL,High,Urban,500to999,NatSci,White,Female,16Plus,14
FL,High,Urban,500to999,NatSci,White,Male,10to15,9
FL,High,Urban,Lessthan250,ELA,White,Female,16Plus,12
FL,High,Urban,Lessthan250,Math,White,Female,16Plus,12
FL,High,Urban,Lessthan250,NatSci,White,Female,16Plus,14
FL,Middle,Rural,1000Plus,ELA,Multirace,Female,3to9,22
FL,Middle,Rural,1000Plus,ELA,White,Female,16Plus,4
FL,Middle,Rural,1000Plus,Math,White,Female,3to9,22
FL,Middle,Rural,1000Plus,Math,White,Female,16Plus,20
FL,Middle,Rural,250to499,ELA,White,Female,3to9,15
FL,Middle,Rural,250to499,Math,White,Male,10to15,9
FL,Middle,Rural,250to499,NatSci,White,Female,10to15,15
FL,Middle,Rural,250to499,NatSci,White,Female,16Plus,14
FL,Middle,Rural,500to999,ELA,White,Female,10to15,17
FL,Middle,Rural,500to999,ELA,White,Female,16Plus,19
FL,Middle,Rural,500to999,Math,Multirace,Female,3to9,4
FL,Middle,Rural,500to999,Math,White,Female,3to9,8
FL,Middle,Rural,500to999,Math,White,Female,10to15,6
